"","end_step","forecast_RMSE","persistence_RMSE","percent_improvement","start_step","forecast_horizon","method"
"1",11,0.0606007175996773,0.0442827975783354,-36.8493431167616,10,5,"rigid"
"2",12,0.0822148237412964,0.0942766157828848,12.7940443570506,10,10,"rigid"
"3",13,0.0954456743210808,0.112481638359663,15.1455511201831,10,15,"rigid"
"4",14,0.108787351670665,0.130103464510652,16.383970188774,10,20,"rigid"
"5",15,0.119641217684325,0.142164992607066,15.8434045609211,10,25,"rigid"
"6",16,0.126357632548256,0.148419960109259,14.86479820151,10,30,"rigid"
"7",17,0.134440893199993,0.155651572450215,13.6270253594813,10,35,"rigid"
"8",18,0.139895486101941,0.160106849467133,12.6236718993969,10,40,"rigid"
"9",19,0.148598282869117,0.166343675097268,10.6679092053096,10,45,"rigid"
"10",20,0.149359732881789,0.166734290957122,10.4205067689413,10,50,"rigid"
"11",12,0.0702048848494409,0.0797048486237814,11.9189283191312,11,5,"rigid"
"12",13,0.0833562050135254,0.10136846939208,17.7690996880753,11,10,"rigid"
"13",14,0.0991704169004025,0.121665326069449,18.4891701652172,11,15,"rigid"
"14",15,0.110547413330635,0.134850473546141,18.022228306963,11,20,"rigid"
"15",16,0.11821613918805,0.14226408845796,16.9037383436487,11,25,"rigid"
"16",17,0.123945274418452,0.149494521775158,17.0904238184273,11,30,"rigid"
"17",18,0.128964842677533,0.154127879635223,16.3260774217121,11,35,"rigid"
"18",19,0.139102911376541,0.162013466245735,14.1411423384055,11,40,"rigid"
"19",20,0.140746438218578,0.164090626751239,14.2263997614261,11,45,"rigid"
"20",21,0.139444114762512,0.162818411053705,14.3560523284327,11,50,"rigid"
"21",13,0.0559781923609088,0.0570741944318232,1.92031106496593,12,5,"rigid"
"22",14,0.0801664217078008,0.0912997528122992,12.1942620451417,12,10,"rigid"
"23",15,0.0973489073271784,0.114187093087104,14.7461375052969,12,15,"rigid"
"24",16,0.107807631190426,0.126669645436307,14.8907136993337,12,20,"rigid"
"25",17,0.117490601910245,0.135794026954527,13.4788145360851,12,25,"rigid"
"26",18,0.125143552064292,0.143315888808741,12.6799176947508,12,30,"rigid"
"27",19,0.138559812493392,0.155082563211265,10.6541640631538,12,35,"rigid"
"28",20,0.141426154770769,0.158557286748024,10.8043801257016,12,40,"rigid"
"29",21,0.137953085721868,0.157386746922726,12.3477113421753,12,45,"rigid"
"30",22,0.158407798146712,0.177194910186923,10.6025122394272,12,50,"rigid"
"31",14,0.0589100002085714,0.0581031836518143,-1.38859268296205,13,5,"rigid"
"32",15,0.0853626994148254,0.0938780913650009,9.07069138961022,13,10,"rigid"
"33",16,0.0984636624575107,0.111615944620729,11.7835155254116,13,15,"rigid"
"34",17,0.11014615304649,0.124705168290448,11.6747488845443,13,20,"rigid"
"35",18,0.117361381677427,0.132430742203328,11.3790501172031,13,25,"rigid"
"36",19,0.133348989906773,0.150393700543401,11.3333940019042,13,30,"rigid"
"37",20,0.136601926437737,0.154885108810661,11.8043513113154,13,35,"rigid"
"38",21,0.134601616556576,0.15481633669351,13.0572267556966,13,40,"rigid"
"39",22,0.153800442317068,0.175147548546206,12.1880702335417,13,45,"rigid"
"40",23,0.167909869408395,0.189992626423836,11.6229547594017,13,50,"rigid"
"41",15,0.0601511906090738,0.0637874977800673,5.70065811882314,14,5,"rigid"
"42",16,0.0783596348296606,0.0908165892697204,13.7166067788158,14,10,"rigid"
"43",17,0.0923677312496881,0.109582162435737,15.7091544859266,14,15,"rigid"
"44",18,0.102196620100817,0.119573383646195,14.5323005969241,14,20,"rigid"
"45",19,0.121796819695088,0.144793850037593,15.8826015998153,14,25,"rigid"
"46",20,0.128753055883795,0.153418946913061,16.077473822867,14,30,"rigid"
"47",21,0.126554114998397,0.154074890769714,17.8619472866934,14,35,"rigid"
"48",22,0.149817597634993,0.176152260431392,14.9499431525351,14,40,"rigid"
"49",23,0.16498925870534,0.191525120865677,13.8550295858828,14,45,"rigid"
"50",24,0.18754328293903,0.211732331293137,11.4243527223143,14,50,"rigid"
"51",16,0.0532311438596951,0.0542026569202004,1.79237165797178,15,5,"rigid"
"52",17,0.0738059617280706,0.0843698430349873,12.5209208965056,15,10,"rigid"
"53",18,0.0874104960619034,0.0996351739833926,12.2694400308136,15,15,"rigid"
"54",19,0.110844625438993,0.132437387318128,16.3041285519077,15,20,"rigid"
"55",20,0.119713636423438,0.145484095621975,17.7135920516694,15,25,"rigid"
"56",21,0.118098839494752,0.147484069501708,19.9243417314409,15,30,"rigid"
"57",22,0.143777486232965,0.173600936434485,17.1793141293196,15,35,"rigid"
"58",23,0.159922273558352,0.190710875959676,16.1441251037167,15,40,"rigid"
"59",24,0.184898487603255,0.213361041152788,13.3400893601522,15,45,"rigid"
"60",25,0.188662660012883,0.216164491701043,12.722640740735,15,50,"rigid"
"61",17,0.0545964640952494,0.0552759547732492,1.22926990729904,16,5,"rigid"
"62",18,0.0743141905662006,0.0769627744101422,3.44138301177526,16,10,"rigid"
"63",19,0.101285239476413,0.116519670398517,13.0745571713343,16,15,"rigid"
"64",20,0.112213514805068,0.132976070624626,15.6137534535577,16,20,"rigid"
"65",21,0.111552391313995,0.136125306380665,18.0516876104973,16,25,"rigid"
"66",22,0.138730288221105,0.165495965764227,16.1730090637096,16,30,"rigid"
"67",23,0.155037021991064,0.183872837292365,15.682476936738,16,35,"rigid"
"68",24,0.182224903531461,0.210927394918118,13.6077589152414,16,40,"rigid"
"69",25,0.187820645775281,0.21510651311649,12.6848169057681,16,45,"rigid"
"70",26,0.192424647038214,0.218536535990934,11.9485233141078,16,50,"rigid"
"71",18,0.0516008568656429,0.0440825929205523,-17.0549494641578,17,5,"rigid"
"72",19,0.0857767748421443,0.0959666930419944,10.6181820763492,17,10,"rigid"
"73",20,0.100918521983423,0.118779029631302,15.0367516078549,17,15,"rigid"
"74",21,0.101579297484987,0.123697879242534,17.8811325569929,17,20,"rigid"
"75",22,0.129736844590693,0.155063760167693,16.3332267640164,17,25,"rigid"
"76",23,0.146426051647109,0.174132823782262,15.911286300507,17,30,"rigid"
"77",24,0.174436695500164,0.204564420716255,14.7277444976025,17,35,"rigid"
"78",25,0.180545393725499,0.211096013754277,14.472381304339,17,40,"rigid"
"79",26,0.18590975199312,0.21600579582044,13.9329797670515,17,45,"rigid"
"80",27,0.185225511732204,0.216944931220765,14.6209544099845,17,50,"rigid"
"81",19,0.0707859756343111,0.0784590813316777,9.77975470414872,18,5,"rigid"
"82",20,0.0903408055390919,0.107374841935802,15.8640851894285,18,10,"rigid"
"83",21,0.0914417627206232,0.112792127959735,18.9289497638819,18,15,"rigid"
"84",22,0.122010568821958,0.148757154461602,17.9800331193805,18,20,"rigid"
"85",23,0.139021841491078,0.167994379664016,17.2461353950546,18,25,"rigid"
"86",24,0.168974494857078,0.20005367969621,15.5354227357013,18,30,"rigid"
"87",25,0.175551260402724,0.208505769244748,15.805082497905,18,35,"rigid"
"88",26,0.181892578495486,0.215031169528287,15.4110639427283,18,40,"rigid"
"89",27,0.180462322245699,0.215974542997695,16.4427808292088,18,45,"rigid"
"90",28,0.188948936218363,0.225073196621688,16.0500054851241,18,50,"rigid"
"91",20,0.0552195709313786,0.0612675633985603,9.87144278586377,19,5,"rigid"
"92",21,0.0653968301382189,0.074211719446461,11.8780286644638,19,10,"rigid"
"93",22,0.103561008667185,0.127742538380612,18.9298960393116,19,15,"rigid"
"94",23,0.122775463288726,0.150394179426463,18.3642187769921,19,20,"rigid"
"95",24,0.154844018310936,0.185594500475654,16.5686386643509,19,25,"rigid"
"96",25,0.162072094012832,0.19604252647798,17.3280935904297,19,30,"rigid"
"97",26,0.169025050036936,0.204378531132653,17.2980405034669,19,35,"rigid"
"98",27,0.167059786365862,0.205437416524335,18.6809349571076,19,40,"rigid"
"99",28,0.176024681772979,0.215603148757991,18.3570913565078,19,45,"rigid"
"100",29,0.18376240947619,0.225020568682446,18.3352835022293,19,50,"rigid"
"101",21,0.0473246035691687,0.0335532039042961,-41.0434714495607,20,5,"rigid"
"102",22,0.087173985809611,0.101677341422946,14.2640979891531,20,10,"rigid"
"103",23,0.109243796425682,0.130182160399648,16.083896525981,20,15,"rigid"
"104",24,0.143833453387688,0.16978481015384,15.2848518914251,20,20,"rigid"
"105",25,0.150454504047552,0.18106884493546,16.9075695483779,20,25,"rigid"
"106",26,0.158321553560757,0.191133990076354,17.1672429914158,20,30,"rigid"
"107",27,0.156338512049006,0.192174885310236,18.6477921937495,20,35,"rigid"
"108",28,0.166573033368122,0.203876790983506,18.2972065802243,20,40,"rigid"
"109",29,0.175236698610428,0.214210578568876,18.1941901370277,20,45,"rigid"
"110",30,0.194035977014303,0.232263096239385,16.4585419913987,20,50,"rigid"
"111",22,0.0839939140290432,0.0926686732283866,9.36104823467583,21,5,"rigid"
"112",23,0.109552692901982,0.123128017251974,11.025373958724,21,10,"rigid"
"113",24,0.146563326985712,0.165061209851955,11.2066807718387,21,15,"rigid"
"114",25,0.154504853423252,0.176497377001112,12.4605384802523,21,20,"rigid"
"115",26,0.162091651090654,0.186603231200887,13.1356675618577,21,25,"rigid"
"116",27,0.160685414093733,0.187600363833871,14.3469603097211,21,30,"rigid"
"117",28,0.170276336199737,0.199550722530702,14.6701480003213,21,35,"rigid"
"118",29,0.178030031974952,0.209964069964521,15.209286996087,21,40,"rigid"
"119",30,0.194394605391657,0.228347344149225,14.8689002204377,21,45,"rigid"
"120",31,0.20710512640071,0.243932751852056,15.0974500848012,21,50,"rigid"
"121",23,0.0548239637994834,0.0616734394070562,11.1060379855986,22,5,"rigid"
"122",24,0.102867771596342,0.128964035456242,20.2353034065493,22,10,"rigid"
"123",25,0.114218418162532,0.147002673563354,22.3018089441027,22,15,"rigid"
"124",26,0.125704045111574,0.162251927138805,22.5253916373917,22,20,"rigid"
"125",27,0.122267958553672,0.16340015596437,25.1726794065406,22,25,"rigid"
"126",28,0.13526519617245,0.179232032614563,24.5306800356735,22,30,"rigid"
"127",29,0.146645035812311,0.192723351226341,23.9090463718191,22,35,"rigid"
"128",30,0.173662341700038,0.217567007597229,20.1798362638094,22,40,"rigid"
"129",31,0.191732457157584,0.235268526204969,18.5048419989067,22,45,"rigid"
"130",32,0.203169270222472,0.244926698299933,17.0489490804001,22,50,"rigid"
"131",24,0.0966681602990692,0.10504485611292,7.97439886522977,23,5,"rigid"
"132",25,0.115397932568153,0.129918033387775,11.1763551533167,23,10,"rigid"
"133",26,0.131963031177867,0.149717733597746,11.8587838549447,23,15,"rigid"
"134",27,0.137603205452638,0.151335712432155,9.07420116429826,23,20,"rigid"
"135",28,0.146168034663298,0.169901610140289,13.9690115104821,23,25,"rigid"
"136",29,0.168044943109348,0.184396599039803,8.86765591968684,23,30,"rigid"
"137",30,0.180959650227272,0.212374562260379,14.7922197925907,23,35,"rigid"
"138",31,0.210291189895383,0.231272356018506,9.07205966347513,23,40,"rigid"
"139",32,0.209651298185366,0.242156296679656,13.4231481650425,23,45,"rigid"
"140",33,0.231894307533731,0.254420846889469,8.85404621167849,23,50,"rigid"
"141",25,0.0651063097268357,0.0631333303187077,-3.12509952851856,24,5,"rigid"
"142",26,0.0911691111076158,0.0997792839850988,8.62921894565693,24,10,"rigid"
"143",27,0.0979139006082473,0.103394468508472,5.30063936619195,24,15,"rigid"
"144",28,0.120952752589681,0.133441308742987,9.35883818208003,24,20,"rigid"
"145",29,0.133102699118191,0.155895085660156,14.6203367767803,24,25,"rigid"
"146",30,0.167630361378676,0.189568550716168,11.5726945501308,24,30,"rigid"
"147",31,0.179198367611618,0.213232847255446,15.9611805037973,24,35,"rigid"
"148",32,0.202880510916238,0.226440591614952,10.4045306235448,24,40,"rigid"
"149",33,0.206278435649494,0.242069498102879,14.7854491102278,24,45,"rigid"
"150",34,0.23213943255617,0.259231599067729,10.450950659175,24,50,"rigid"
"151",26,0.0662779061242091,0.0633139841314829,-4.681307034116,25,5,"rigid"
"152",27,0.0767026996858209,0.0681219123443752,-12.5962220468318,25,10,"rigid"
"153",28,0.103238255097376,0.109418664499918,5.64840507859282,25,15,"rigid"
"154",29,0.123193820837774,0.138031731948697,10.7496377111591,25,20,"rigid"
"155",30,0.148476670788288,0.176288755697052,15.7764372428597,25,25,"rigid"
"156",31,0.175152827205481,0.203050882445335,13.7394405303136,25,30,"rigid"
"157",32,0.180480589019064,0.218381424311016,17.3553384458078,25,35,"rigid"
"158",33,0.202741669276423,0.235927956402929,14.0662800765454,25,40,"rigid"
"159",34,0.201640577836811,0.253294104089366,20.3927076937925,25,45,"rigid"
"160",35,0.222921783774261,0.267920311253914,16.7954894009538,25,50,"rigid"
"161",27,0.0548325342456375,0.0238528688911489,-129.878152166359,26,5,"rigid"
"162",28,0.0825210496808381,0.0762170900493705,-8.27105787873055,26,10,"rigid"
"163",29,0.107609412323507,0.113383623099295,5.09263209090706,26,15,"rigid"
"164",30,0.138014766433153,0.15858130755444,12.9690828247373,26,20,"rigid"
"165",31,0.160556154113472,0.189737793723714,15.3799825736006,26,25,"rigid"
"166",32,0.176632921861562,0.207607414343612,14.9197429099446,26,30,"rigid"
"167",33,0.186220728820831,0.227643855861392,18.1964616983922,26,35,"rigid"
"168",34,0.202661676890716,0.246444963716526,17.7659491050391,26,40,"rigid"
"169",35,0.206885205894207,0.262102120246027,21.0669468449891,26,45,"rigid"
"170",36,0.217099588961112,0.268066512306194,19.0127901119056,26,50,"rigid"
"171",28,0.0756104004667791,0.0706434035807099,-7.03108377329869,27,5,"rigid"
"172",29,0.103789065023716,0.109582875648719,5.28714964879775,27,10,"rigid"
"173",30,0.141544711435138,0.155763993758868,9.12873506937799,27,15,"rigid"
"174",31,0.166491952500953,0.187913732800601,11.399794991236,27,20,"rigid"
"175",32,0.179194986960734,0.206127713042059,13.0660383719628,27,25,"rigid"
"176",33,0.1943010419611,0.226193220946883,14.0995290894557,27,30,"rigid"
"177",34,0.203046794329099,0.244849610949502,17.0728540095675,27,35,"rigid"
"178",35,0.217157754075514,0.260487690748803,16.6341590071807,27,40,"rigid"
"179",36,0.216938945205981,0.266442084458162,18.5793244159799,27,45,"rigid"
"180",37,0.228190904564725,0.276721632220283,17.5377426282763,27,50,"rigid"
"181",29,0.0689525678801798,0.0680224037837929,-1.36743785083417,28,5,"rigid"
"182",30,0.114759347326887,0.130984264252092,12.3869206868835,28,10,"rigid"
"183",31,0.146950845252151,0.170454658016313,13.7888943826412,28,15,"rigid"
"184",32,0.16364806664642,0.192454581850682,14.9679549986561,28,20,"rigid"
"185",33,0.180545021827369,0.216212939522918,16.4966619362612,28,25,"rigid"
"186",34,0.196696097006882,0.237443635880824,17.1609311501586,28,30,"rigid"
"187",35,0.206936961618898,0.253895948826933,18.4953668717435,28,35,"rigid"
"188",36,0.21082570466385,0.259937358243976,18.8936495746139,28,40,"rigid"
"189",37,0.216215444894749,0.272282668085486,20.5915505327478,28,45,"rigid"
"190",38,0.227023252748585,0.281918505422447,19.4720288374128,28,50,"rigid"
"191",30,0.0961954994935663,0.104705426065422,8.1274933798925,29,5,"rigid"
"192",31,0.130227804432512,0.150347245506552,13.3819818289679,29,10,"rigid"
"193",32,0.149662948957403,0.176591583442605,15.2491041533437,29,15,"rigid"
"194",33,0.167651163820265,0.203194501063392,17.4922731949516,29,20,"rigid"
"195",34,0.184809001130274,0.228789590139936,19.2231600147376,29,25,"rigid"
"196",35,0.197595192782741,0.245779787952419,19.6047834409418,29,30,"rigid"
"197",36,0.198531237325743,0.251104042821833,20.9366623114832,29,35,"rigid"
"198",37,0.209349356957552,0.265042412173205,21.0128842244527,29,40,"rigid"
"199",38,0.216589036901469,0.276760894287214,21.7414593708099,29,45,"rigid"
"200",39,0.239719880919942,0.295396884314718,18.8482026558741,29,50,"rigid"
"201",4,0.0396221048138495,0.0422766846181159,6.27906333773599,3,5,"rigid"
"202",5,0.0560374368440147,0.0668565522907177,16.1825805788748,3,10,"rigid"
"203",6,0.060628016451723,0.0775525532705161,21.8233134887997,3,15,"rigid"
"204",7,0.0707064488499737,0.0896151060557779,21.0998547432786,3,20,"rigid"
"205",8,0.084118480103574,0.102571711127037,17.9905656449545,3,25,"rigid"
"206",9,0.0963503190009424,0.113235386229589,14.9114758123504,3,30,"rigid"
"207",10,0.103780681698645,0.119031349095994,12.8123116415747,3,35,"rigid"
"208",11,0.10907996084197,0.122034721697331,10.6156351857722,3,40,"rigid"
"209",12,0.111107728416839,0.125028807090206,11.1342969651175,3,45,"rigid"
"210",13,0.113169187506349,0.127419867259223,11.1840328038351,3,50,"rigid"
"211",31,0.0892374441996205,0.0946891122660312,5.7574391985998,30,5,"rigid"
"212",32,0.120549267663064,0.137235759313513,12.158996848867,30,10,"rigid"
"213",33,0.148792177863828,0.177472315730893,16.1603446424586,30,15,"rigid"
"214",34,0.175529763079414,0.214811549037267,18.2866266427036,30,20,"rigid"
"215",35,0.189832739523755,0.235956909182082,19.547708866933,30,25,"rigid"
"216",36,0.194164599022431,0.2427067632188,20.00033437577,30,30,"rigid"
"217",37,0.201076421952765,0.256132576396439,21.4951784807173,30,35,"rigid"
"218",38,0.212713587371496,0.268126607980092,20.666736891965,30,40,"rigid"
"219",39,0.234548058528242,0.290626942257167,19.2958310380263,30,45,"rigid"
"220",40,0.246818312232579,0.300529090667108,17.8720729881101,30,50,"rigid"
"221",32,0.0778829138593707,0.0762808586098591,-2.10020610505373,31,5,"rigid"
"222",33,0.115527265556424,0.133326347386158,13.3500108408293,31,10,"rigid"
"223",34,0.150581892067898,0.18794559646646,19.8800637530395,31,15,"rigid"
"224",35,0.168549204031939,0.216174613646308,22.0309909711653,31,20,"rigid"
"225",36,0.172366696249398,0.226922243932265,24.0415160442148,31,25,"rigid"
"226",37,0.184887989367121,0.242789857372642,23.8485530788261,31,30,"rigid"
"227",38,0.193026942328281,0.254789559984284,24.2406390826265,31,35,"rigid"
"228",39,0.21956825274004,0.279446395243682,21.4274163212687,31,40,"rigid"
"229",40,0.226281107937223,0.290585654456259,22.1292914956047,31,45,"rigid"
"230",41,0.241887318299174,0.306667491883407,21.1239128041853,31,50,"rigid"
"231",33,0.0855385403937128,0.0899743048538536,4.93003471084976,32,5,"rigid"
"232",34,0.136706841297722,0.165406028000544,17.3507501810803,32,10,"rigid"
"233",35,0.160951477518638,0.201300227621432,20.0440658113287,32,15,"rigid"
"234",36,0.169083619641214,0.216544193764512,21.9172693103519,32,20,"rigid"
"235",37,0.183893260632281,0.235401240761817,21.8809297533198,32,25,"rigid"
"236",38,0.195906000813998,0.248219505615713,21.0755011665784,32,30,"rigid"
"237",39,0.22002668167418,0.274384360438142,19.8107788203244,32,35,"rigid"
"238",40,0.229919080338036,0.285790991440047,19.5499203178108,32,40,"rigid"
"239",41,0.241062353273883,0.30298203957894,20.4367514295924,32,45,"rigid"
"240",42,0.253399460748971,0.315492697854233,19.6813547595802,32,50,"rigid"
"241",34,0.102344846956221,0.120421405153,15.0110839296489,33,5,"rigid"
"242",35,0.134928376039125,0.169474805671307,20.38440433393,33,10,"rigid"
"243",36,0.147282172015249,0.191233982162438,22.9832635654971,33,15,"rigid"
"244",37,0.166907607324824,0.216422052268066,22.8786504999555,33,20,"rigid"
"245",38,0.180640343423531,0.232115132601751,22.1764038394417,33,25,"rigid"
"246",39,0.210678028656493,0.262893401173152,19.861804169922,33,30,"rigid"
"247",40,0.219242105697369,0.27501831113431,20.2809060992677,33,35,"rigid"
"248",41,0.232880658139542,0.292981986552312,20.5136599420384,33,40,"rigid"
"249",42,0.24415647416078,0.306209204240363,20.2648154334622,33,45,"rigid"
"250",43,0.253900132354838,0.315711379987134,19.5784034249304,33,50,"rigid"
"251",35,0.088272444099286,0.102356832850264,13.7600865118422,34,5,"rigid"
"252",36,0.115987844681991,0.143166611612638,18.9840121411713,34,10,"rigid"
"253",37,0.1470929536306,0.18435840056742,20.2135876760291,34,15,"rigid"
"254",38,0.166421567591409,0.20626151752689,19.315260749154,34,20,"rigid"
"255",39,0.201663910192905,0.246259193672212,18.1090836911724,34,25,"rigid"
"256",40,0.21255120159734,0.259454452445507,18.077643457677,34,30,"rigid"
"257",41,0.227384946834593,0.27858770776027,18.3794042232966,34,35,"rigid"
"258",42,0.240576967891643,0.293149146341859,17.9335942492932,34,40,"rigid"
"259",43,0.252920944079891,0.305042362873506,17.0866165284814,34,45,"rigid"
"260",44,0.262053348509623,0.314023314948529,16.5497158857216,34,50,"rigid"
"261",36,0.0783469149148424,0.0851162879547458,7.95308771395489,35,5,"rigid"
"262",37,0.122229836438227,0.146853408882588,16.7674503654514,35,10,"rigid"
"263",38,0.147524645802007,0.179564619105182,17.8431438569796,35,15,"rigid"
"264",39,0.189949557027651,0.23230874232605,18.2340039700041,35,20,"rigid"
"265",40,0.202891686320131,0.24877154278713,18.4425662006918,35,25,"rigid"
"266",41,0.22035909382017,0.269531936511806,18.2437908204922,35,30,"rigid"
"267",42,0.234833552354992,0.2852295737319,17.6685820889939,35,35,"rigid"
"268",43,0.247636708727521,0.298162650104358,16.9457647895041,35,40,"rigid"
"269",44,0.257796184813089,0.308235194464897,16.3638061316686,35,45,"rigid"
"270",45,0.264152911621136,0.316234493783378,16.4692919925168,35,50,"rigid"
"271",37,0.0878323298184129,0.096488321761814,8.97102549339481,36,5,"rigid"
"272",38,0.119464765223541,0.141673083035356,15.6757496455929,36,10,"rigid"
"273",39,0.167352138597925,0.210231555176082,20.3962799695997,36,15,"rigid"
"274",40,0.182805623954622,0.231061329541615,20.8843711246378,36,20,"rigid"
"275",41,0.202492301772663,0.254515686699464,20.4401487395279,36,25,"rigid"
"276",42,0.218142529677876,0.272797115137441,20.0348839583694,36,30,"rigid"
"277",43,0.233581850467491,0.288784999642757,19.1156567147031,36,35,"rigid"
"278",44,0.24294540543361,0.300682343109054,19.2019714488201,36,40,"rigid"
"279",45,0.252167370833869,0.309136363734058,18.428434692076,36,45,"rigid"
"280",46,0.259939512623796,0.322270664631528,19.3412428894198,36,50,"rigid"
"281",38,0.079774841041895,0.0828546919915547,3.71717144271525,37,5,"rigid"
"282",39,0.146246426496867,0.182879979512216,20.0314726155698,37,10,"rigid"
"283",40,0.163412708841306,0.208794194501875,21.7350323215816,37,15,"rigid"
"284",41,0.184462477036641,0.236726458496554,22.0777946799189,37,20,"rigid"
"285",42,0.201442678567285,0.25740637105452,21.7413781399303,37,25,"rigid"
"286",43,0.215942056137841,0.274862645025919,21.436375569522,37,30,"rigid"
"287",44,0.227719189121757,0.288787801150151,21.1465345091367,37,35,"rigid"
"288",45,0.234923331872939,0.299518443045114,21.5663217648488,37,40,"rigid"
"289",46,0.247357369446554,0.314607706294053,21.3759343786202,37,45,"rigid"
"290",47,0.262703104696561,0.330576006796589,20.5317085041176,37,50,"rigid"
"291",39,0.134807075042099,0.154190127945581,12.5708780203638,38,5,"rigid"
"292",40,0.157746918553861,0.186566420799033,15.4473147535032,38,10,"rigid"
"293",41,0.183853333274447,0.221671775684352,17.0605582479549,38,15,"rigid"
"294",42,0.202866617400092,0.245282189171516,17.2925608315427,38,20,"rigid"
"295",43,0.219867698485781,0.265070077682023,17.0529920206485,38,25,"rigid"
